word,difficulty,genre_ids,genres,hints
Verkauf,2,9,Gesellschaft & Beruf,"Kaltanruf~A_TARGET_VIBE~2,Zielquote~A_TARGET_VIBE~2,Messe~A_TARGET_VIBE~2,Kunde~A_TARGET_VIBE~2,Preisliste~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Versand,2,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Lieferung~A_TARGET_VIBE~2,Paket~A_TARGET_VIBE~2,Zusteller~A_TARGET_VIBE~2,Sendung~A_TARGET_VIBE~2,Empfänger~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Verschiebung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Patch~A_TARGET_VIBE~2,Nachtrag~A_TARGET_VIBE~2,Ergänzung~A_TARGET_VIBE~2,Umbau~A_TARGET_VIBE~2,Mitteilung~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Versicherung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Versichertennummer~A_TARGET_VIBE~2,Tarif~A_TARGET_VIBE~2,Leistung~A_TARGET_VIBE~2,Selbstbeteiligung~A_TARGET_VIBE~3,Makler~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Versöhnung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Streit~A_TARGET_VIBE~2,Umarmung~A_TARGET_VIBE~2,Handschlag~A_TARGET_VIBE~2,Neustart~A_TARGET_VIBE~3,Aussprache~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3"
Vertrag,2,9,Gesellschaft & Beruf,"Paragraph~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Fristenlauf~A_TARGET_VIBE~2,Betriebsrat~A_TARGET_VIBE~2,Kündigung~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Vertretung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Vermerk~A_TARGET_VIBE~2,Ausgang~A_TARGET_VIBE~2,Umsetzung~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Unterschrift~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Vertretungsplan,4,9,Gesellschaft & Beruf,"Pausen~A_TARGET_VIBE~2,Einteilung~A_TARGET_VIBE~3,Urlaub~A_TARGET_VIBE~3,Rotation~A_TARGET_VIBE~3,Spätschicht~A_TARGET_VIBE~4,Plan~B_PART_VIBE~3"
Vertrieb,4,9,Gesellschaft & Beruf,"Provision~A_TARGET_VIBE~2,Kunde~A_TARGET_VIBE~3,Verhandlung~A_TARGET_VIBE~3,Angebot~A_TARGET_VIBE~3,Auftragslage~A_TARGET_VIBE~4,Kopie~A_TARGET_VIBE~4"
Visitenkarte,3,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Kontakt~A_TARGET_VIBE~2,Messe~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3,Karte~B_PART_VIBE~2"
Visum,3,9,Gesellschaft & Beruf,"Sachbearbeiter~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Vollzeit,2,9,Gesellschaft & Beruf,"Posteingang~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3"
Vorgesetzter,3,9,Gesellschaft & Beruf,"Kalender~A_TARGET_VIBE~2,Einarbeitung~A_TARGET_VIBE~2,Schnittstelle~A_TARGET_VIBE~2,Zuständigkeit~A_TARGET_VIBE~3,Absprache~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Vorstand,4,9,Gesellschaft & Beruf,"Strategie~A_TARGET_VIBE~2,Projekt~A_TARGET_VIBE~3,Budget~A_TARGET_VIBE~3,Quartal~A_TARGET_VIBE~3,Richtlinie~A_TARGET_VIBE~4,Stempel~A_TARGET_VIBE~4"
Vorstandssitzung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Workshop~A_TARGET_VIBE~2,Handzeichen~A_TARGET_VIBE~3,Teilnehmer~A_TARGET_VIBE~3,Beamer~A_TARGET_VIBE~3,Protokoll~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Vorstellung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Freigabe~A_TARGET_VIBE~2,Umsetzung~A_TARGET_VIBE~2,Ausgang~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~2,Posteingang~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Warnweste,3,9,Gesellschaft & Beruf,"Unterschrift~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Durchwahl~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Warteschlange,2,9,Gesellschaft & Beruf,"E-Mail~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~2,Kollege~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3"
Wartezimmer,2,9,Gesellschaft & Beruf,"Schnittstelle~A_TARGET_VIBE~2,Aufgabe~A_TARGET_VIBE~2,Briefing~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Wasserkocher,2,9,Gesellschaft & Beruf,"Absprache~A_TARGET_VIBE~2,Ansprechpartner~A_TARGET_VIBE~2,Briefing~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Weihnachtsgeld,3,9,Gesellschaft & Beruf,"Durchwahl~A_TARGET_VIBE~2,Formular~A_TARGET_VIBE~2,Besprechung~A_TARGET_VIBE~2,E-Mail~A_TARGET_VIBE~3,Büro~A_TARGET_VIBE~3,Ordner~A_TARGET_VIBE~3"
Weiterbildung,3,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Rückmeldung~A_TARGET_VIBE~2,Vermerk~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~3,Termin~A_TARGET_VIBE~3,E-Mail~A_TARGET_VIBE~3"
Werbung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Freigabe~A_TARGET_VIBE~2,Ablage~A_TARGET_VIBE~2,Vermerk~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Werkstatt,3,9,Gesellschaft & Beruf,"Formular~A_TARGET_VIBE~2,Telefonat~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3"
Werkzeugkasten,3,9,Gesellschaft & Beruf,"Rückfrage~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Sachbearbeiter~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3,Stempel~A_TARGET_VIBE~3"
Wettbewerb,3,9,Gesellschaft & Beruf,"Probezeit~A_TARGET_VIBE~2,Gespräch~A_TARGET_VIBE~2,Einstellungstest~A_TARGET_VIBE~2,Bewerbungsmappe~A_TARGET_VIBE~3,Assessment~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Wochenenddienst,4,9,Gesellschaft & Beruf,"Stempel~A_TARGET_VIBE~2,Scan~A_TARGET_VIBE~3,Formular~A_TARGET_VIBE~3,Rückfrage~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~4,Büro~A_TARGET_VIBE~4"
Wochenplan,3,9,Gesellschaft & Beruf,"Kalender~A_TARGET_VIBE~2,Abdeckung~A_TARGET_VIBE~2,Tabelle~A_TARGET_VIBE~2,Termin~A_TARGET_VIBE~3,Rotation~A_TARGET_VIBE~3,Plan~B_PART_VIBE~2"
Zahlung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Kontoauszug~A_TARGET_VIBE~2,Fälligkeit~A_TARGET_VIBE~2,Mahnung~A_TARGET_VIBE~2,Buchhaltung~A_TARGET_VIBE~2,Zahlungsziel~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Zeitdruck,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Burnout~A_TARGET_VIBE~2,Pausen~A_TARGET_VIBE~2,Priorität~A_TARGET_VIBE~2,Schlaf~A_TARGET_VIBE~2,Feierabend~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Zertifikat,4,9,Gesellschaft & Beruf,"Ausstellung~A_TARGET_VIBE~2,Stempel~A_TARGET_VIBE~3,Siegel~A_TARGET_VIBE~3,Datum~A_TARGET_VIBE~3,Kopie~A_TARGET_VIBE~4,Besprechung~A_TARGET_VIBE~4"
Zeugnis,3,9,Gesellschaft & Beruf,"Urkunde~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Rahmen~A_TARGET_VIBE~2,Beglaubigung~A_TARGET_VIBE~3,Datum~A_TARGET_VIBE~3,Posteingang~A_TARGET_VIBE~3"
Ziel,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Kennzahl~A_TARGET_VIBE~2,Fortschritt~A_TARGET_VIBE~2,OKR~A_TARGET_VIBE~2,Bewertung~A_TARGET_VIBE~2,Zielbild~A_TARGET_VIBE~3,Telefonat~A_TARGET_VIBE~3"
Zielvereinbarung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Messbar~A_TARGET_VIBE~2,Abgleich~A_TARGET_VIBE~3,Strategie~A_TARGET_VIBE~3,Zielbild~A_TARGET_VIBE~3,Plan~A_TARGET_VIBE~4,Scan~A_TARGET_VIBE~4"
Zugriff,3,6|9,Technik & Digitales|Gesellschaft & Beruf,"Zugriffsrecht~A_TARGET_VIBE~2,Protokoll~A_TARGET_VIBE~2,Zugang~A_TARGET_VIBE~2,Firewall~A_TARGET_VIBE~3,Audit~A_TARGET_VIBE~3,Zug~B_PART_VIBE~2"
Zustellung,2,0|9|12,Alltag & Gegenstände|Gesellschaft & Beruf|Gefühle & Abstraktes,"Porto~A_TARGET_VIBE~2,Lieferung~A_TARGET_VIBE~2,Einschreiben~A_TARGET_VIBE~2,Absender~A_TARGET_VIBE~2,Adresse~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Zustimmung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Begründung~A_TARGET_VIBE~2,Diskussion~A_TARGET_VIBE~2,Unterschrift~A_TARGET_VIBE~2,Ampel~A_TARGET_VIBE~2,Beschluss~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
Zutritt,4,0|9,Alltag & Gegenstände|Gesellschaft & Beruf,"Drehkreuz~A_TARGET_VIBE~2,Eingang~A_TARGET_VIBE~3,Zutrittsliste~A_TARGET_VIBE~3,Türcode~A_TARGET_VIBE~3,Schlüssel~A_TARGET_VIBE~4,Unterschrift~A_TARGET_VIBE~4"
Zuverlässigkeit,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Absprachen~A_TARGET_VIBE~2,Ruf~A_TARGET_VIBE~2,Vertrauen~A_TARGET_VIBE~2,Disziplin~A_TARGET_VIBE~2,Rückendeckung~A_TARGET_VIBE~3,Scan~A_TARGET_VIBE~3"
Änderung,2,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Anpassung~A_TARGET_VIBE~2,Version~A_TARGET_VIBE~2,Redline~A_TARGET_VIBE~2,Patch~A_TARGET_VIBE~2,Storno~A_TARGET_VIBE~3,Durchwahl~A_TARGET_VIBE~3"
Überlastung,4,9|12,Gesellschaft & Beruf|Gefühle & Abstraktes,"Erschöpfung~A_TARGET_VIBE~2,Zeitdruck~A_TARGET_VIBE~3,Feierabend~A_TARGET_VIBE~3,Burnout~A_TARGET_VIBE~3,Pausen~A_TARGET_VIBE~4,Ordner~A_TARGET_VIBE~4"
Überstunde,3,9,Gesellschaft & Beruf,"Scan~A_TARGET_VIBE~2,Kopie~A_TARGET_VIBE~2,Büro~A_TARGET_VIBE~2,Rückfrage~A_TARGET_VIBE~3,Kollege~A_TARGET_VIBE~3,Sachbearbeiter~A_TARGET_VIBE~3"
Überstundenkonto,4,9,Gesellschaft & Beruf,"Zeiterfassung~A_TARGET_VIBE~2,Saldo~A_TARGET_VIBE~3,Auszug~A_TARGET_VIBE~3,Monatsende~A_TARGET_VIBE~3,Abfrage~A_TARGET_VIBE~4,Konto~B_PART_VIBE~3"
Überweisung,3,7|9|12,Wissenschaft & Medizin|Gesellschaft & Beruf|Gefühle & Abstraktes,"Rezept~A_TARGET_VIBE~2,Versichertenkarte~A_TARGET_VIBE~2,Blutdruck~A_TARGET_VIBE~2,Impfpass~A_TARGET_VIBE~3,Arzt~A_TARGET_VIBE~3,Besprechung~A_TARGET_VIBE~3"
